SALE YR,SALE NO,SALE DATE,SALE ITEM NO,SALE TYPE,SALE PRICE,DESCRIPTION LINE 1,DESCRIPTION LINE 2
2013,001,04/17/2013,004,Auction,150.00,LOT OF 2  PORTABLE GREASE GUNS,1992 GREASE GUN PORTABLE     
2013,001,04/17/2013,005,Auction,175.00,1995 ELEC ENGINE SCANNER SNAP-ON,1995 ELEC ENGINE SCANNER SNAP-ON     
2013,001,04/17/2013,006,Auction,150.00,LOT OF 3   NORCO WHEEL DOLLIES,1993 WHEEL DOLLY NORCO 82302 NORCO 82302   
2013,001,04/17/2013,006,Auction,150.00,LOT OF 3   NORCO WHEEL DOLLIES,1993 WHEEL DOLLY NORCO 82302 NORCO 82302   
2013,001,04/17/2013,006,Auction,150.00,LOT OF 3   NORCO WHEEL DOLLIES,LOT OF 3   NORCO WHEEL DOLLIES NORCO 82302   
2013,001,04/17/2013,007,Auction,150.00,"2001 16"" DAYTON 32918D DRILL PRESS","2001 16"" DAYTON 32918D DRILL PRESS DAYTON 32918D   "
2013,001,04/17/2013,008,Auction,140.00,"2001 16"" DAYTON 32918D DRILL PRESS","2001 16"" DAYTON 32918D DRILL PRESS DAYTON 32918D   "
2013,001,04/17/2013,009,Auction,70.00,1982 PAINT SPRAYER PORTABLE W/5231427,1982 PAINT SPRAYER PORTABLE W/5231427     
2013,001,04/17/2013,010,Auction,85.00,1982 PAINT SPRAYER PORTABLE W/5231428,1982 PAINT SPRAYER PORTABLE W/5231428     
2013,001,04/17/2013,011,Auction,700.00,"WHEEL BALANCER, COMPUTERIZED","WHEEL BALANCER, COMPUTERIZED  11-950   "
2013,001,04/17/2013,012,Auction,625.00,"WHEEL BALANCER, COMPUTERIZED","WHEEL BALANCER, COMPUTERIZED  11-950   "
2013,001,04/17/2013,013,Auction,575.00,2006 HIGH VOLUME WHEEL BALANCER MODEL #1055,2006 HIGH VOLUME WHEEL BALANCER MODEL #1055  1055   
2013,001,04/17/2013,014,Auction,145.00,1993 JACK 20-TON AMERICAN FORGE,1993 JACK 20-TON AMERICAN FORGE AMER FORGE    
2013,001,04/17/2013,015,Auction,450.00,TIRE CHANGER,TIRE CHANGER  not cost effective to repair   
2013,001,04/17/2013,016,Auction,600.00,TIRE CHANGER,TIRE CHANGER     
2013,001,04/17/2013,017,Auction,125.00,1995 CHAIN HOIST 1-TON JET AH100C20,1995 CHAIN HOIST 1-TON JET AH100C20     
2013,001,04/17/2013,018,Auction,160.00,1995 CHAIN HOIST 1-TON JET 100C20,1995 CHAIN HOIST 1-TON JET 100C20     
2013,001,04/17/2013,019,Auction,10.00,LOT OF 2  COMPUTER SECURITY CABINETS,1990 COMPUTER SECURITY CABINET  fair condition   
2013,001,04/17/2013,019,Auction,10.00,LOT OF 2  COMPUTER SECURITY CABINETS,LOT OF 2  COMPUTER SECURITY CABINETS 1990 COMPUTER SECURITY CABINET  fair condition    
2013,001,04/17/2013,020,Auction,90.00,"2003 FREEZER, GE, WHITE, MODEL 6F942459, 37""X33""X20""","2003 FREEZER, GE, WHITE, MODEL 6F942459, 37""X33""X20""     "
2013,001,04/17/2013,021,Auction,50.00,LOT OF 2  PORTABLE PUMPS,"1967 MARLOW 2B6 2"" WATER PUMP WHEEL KIT 1 cyl  23L   hours: approx. 0 not running, flywheel broken  non op   "
2013,001,04/17/2013,021,Auction,50.00,LOT OF 2  PORTABLE PUMPS,"LOT OF 2  PORTABLE PUMPS 1992 CH&E 4230S 2"" PORTABLE PUMP       1 cyl  engine runs but smokes badly     "
2013,001,04/17/2013,022,Auction,140.00,1984 WINCO 3BSFEA PORTABLE GENERATOR,1984 WINCO 3BSFEA PORTABLE GENERATOR none known      
2013,001,04/17/2013,023,Auction,50.00,2000 HOMELITE AVR3000 PORTABLE GENERATOR,"2000 HOMELITE AVR3000 PORTABLE GENERATOR  1 cyl   engine smokes a little, gauges are broken     "
2012,001,04/25/2012,004,Auction,110.00,LOT OF APPROX 168  ASSORTED INTERNATIONAL DUMP TRUCK PARTS,TUBE FUEL DRAIN Qty: 3   
2013,001,04/17/2013,024,Auction,125.00,2010 DEWALT DG4400B PORTABLE GENERATOR,2010 DEWALT DG4400B PORTABLE GENERATOR  1 cyl   (CURRENTLY AT SELKIRK!) electrical motor and outlets do not work.  gas motor does start.  starts up by pulling cord. missing filter cover & filter on side. rpm runs high     
2013,001,04/17/2013,025,Auction,100.00,2008 B&S 30242 6.2K PORTABLE GENERATOR,2008 B&S 30242 6.2K PORTABLE GENERATOR  1 cyl  generator inoperative  non op   
2013,001,04/17/2013,026,Auction,100.00,1995 ONAN 4KW PORTABLE GENERATOR,"1995 ONAN 4KW PORTABLE GENERATOR  1 cyl   not in operating condition, engine runs  non op   "
2013,001,04/17/2013,027,Auction,175.00,LOT OF 2  PORTABLE AIR COMPRESSORS,LOT OF 2  PORTABLE AIR COMPRESSORS 2001 EMGLO K5GA-17 PORT AIR COMP      1 cyl      slow to build air pressure     
2013,001,04/17/2013,027,Auction,175.00,LOT OF 2  PORTABLE AIR COMPRESSORS,"1991 DAYTON 32999B AIR COMPRESSOR  1 cyl  missing muffer-belt guard bent and cracked  
non op   "
2013,001,04/17/2013,028,Auction,220.00,1998 CANAAN CT200RS HERBICIDE SPRAYER,1998 CANAAN CT200RS HERBICIDE SPRAYER  1 cyl    hours: approx. 0 engine runs high rpm-pump leaks-plumbing broken     
2013,001,04/17/2013,029,Auction,475.00,LOT OF 2 CHAIN HOISTS; 1 HOIST PULLER; 1 WINCH,"LOT OF 2 CHAIN HOISTS; 1 HOIST PULLER; 1 WINCH CHAIN HOIST, 1 TON, 8' LIFT  Qty: 2  "
2013,001,04/17/2013,029,Auction,475.00,LOT OF 2 CHAIN HOISTS; 1 HOIST PULLER; 1 WINCH,"LUG-ALL WINCH, JHOIST CABLE, RATCHET LEVER, 3-TON CAPACITY- USED IN FAIR CONDITION 6000-15SH Qty: 2   "
2013,001,04/17/2013,029,Auction,475.00,LOT OF 2 CHAIN HOISTS; 1 HOIST PULLER; 1 WINCH,"COLUMBUS MCKINNON USED HOIST PULLER; 3/4 TON, LEVER OPERATED 4043 Qty: 1   "
2013,001,04/17/2013,030,Auction,100.00,"SAW, BOW 21""   Qty: 2","PROTO WRENCH, COMBO BOX & OPEN END, 12 POINT STANDARD, 1 3/4IN 1256 Qty: 1   "
2013,001,04/17/2013,030,Auction,100.00,"SAW, BOW 21""   Qty: 2","SAW, BOW 21""   Qty: 2    "
2013,001,04/17/2013,030,Auction,100.00,"SAW, BOW 21""   Qty: 2","BOSCH SANDER/POLISHER, RIGHT ANGLE 7"", 1950 RPM, 8.0 AMP, 115 VOLT 1328 Qty: 1   "
2013,001,04/17/2013,030,Auction,100.00,"SAW, BOW 21""   Qty: 2","SNAP-ON SPEEDER, FLEX HEAD- 1/2IN DRIVE SN4A Qty: 1   "
2013,001,04/17/2013,030,Auction,100.00,"SAW, BOW 21""   Qty: 2","TIP, CUTTING ACETYLENE 4207 SERIES NOZZLE SIZE 19 Qty: 2   "
2013,001,04/17/2013,030,Auction,100.00,"SAW, BOW 21""   Qty: 2","LOT OF 7  VARIOUS ASSORTED TOOLS IMPEX LOW VELOCITY POWDER TOOL, ACTUATED .27 CALIBER HG100   "
2013,001,04/17/2013,030,Auction,100.00,"SAW, BOW 21""   Qty: 2","HILTI SHAFT, TE-Y-SD, 1"" DRIVE HVA ADHESIVE ANCHORING SYSTEM 00220693 Qty: 1   "
2013,001,04/17/2013,031,Auction,375.00,"BLADE, DIAMOND PAVEMENT HARD AGGREGATE 18"", 1"" BORE TYPE 2","LOT OF 6  VARIOUS ASSORTED TOOLS DEWALT ELECTRIC DRILL BIT SHARPENER, CAPACITY 1/8"" TO 1/2"" DW751   "
2013,001,04/17/2013,031,Auction,375.00,"BLADE, DIAMOND PAVEMENT HARD AGGREGATE 18"", 1"" BORE TYPE 2","BLADE, DIAMOND PAVEMENT HARD AGGREGATE 18"", 1"" BORE TYPE 2 qty: 2   "
2013,001,04/17/2013,031,Auction,375.00,"BLADE, DIAMOND PAVEMENT HARD AGGREGATE 18"", 1"" BORE TYPE 2","MILWAUKEE USED BELT SANDER; 3""X24"" W/DUST COLLECTION; 1400 SFPM; 10AMP; 120V, AC/DC 5925 Qty: 1   "
2013,001,04/17/2013,031,Auction,375.00,"BLADE, DIAMOND PAVEMENT HARD AGGREGATE 18"", 1"" BORE TYPE 2","BLACK & DECKER USED SANDERS, BELT 3""X24"" W/ DUST COLLECTION; 1400 SFPM, 10 AMP; 120V, AC/DC 2732 Qty: 2   "
2013,001,04/17/2013,032,Auction,400.00,"JACK, HIGH-LIFT UTILITY HAND-OPERATED 3-1/2 TON CAPACITY","JACK, HIGH-LIFT UTILITY HAND-OPERATED 3-1/2 TON CAPACITY    "
2013,001,04/17/2013,032,Auction,400.00,"JACK, HIGH-LIFT UTILITY HAND-OPERATED 3-1/2 TON CAPACITY","BLACK & DECKER NIBBLER, METAL 8 GAUGE, 120 VOLT- USED IN FAIR CONDITION 3255 Qty: 1   "
2013,001,04/17/2013,032,Auction,400.00,"JACK, HIGH-LIFT UTILITY HAND-OPERATED 3-1/2 TON CAPACITY",BAND-IT TOOL BONDING ADAPTOR FOR AIR HOSE-IN USED CONDITION J001 Qty: 1   
2013,001,04/17/2013,032,Auction,400.00,"JACK, HIGH-LIFT UTILITY HAND-OPERATED 3-1/2 TON CAPACITY","ARMSTRONG C-CLAMP, DEEP THROAT MAXIMUM CAPACITY 12""- IN USED CONDITION 78-412 Qty: 4   "
2013,001,04/17/2013,032,Auction,400.00,"JACK, HIGH-LIFT UTILITY HAND-OPERATED 3-1/2 TON CAPACITY","LOT OF 11  VARIOUS ASSORTED TOOLS MILWAUKEE ELECTRIC KIT, HEAVY DUTY RIGHT ANGLE DRILL, ELECTRIC, 1/2"" CHUCK-USED, IN FAIR CONDITION 3107-6   "
2013,001,04/17/2013,032,Auction,400.00,"JACK, HIGH-LIFT UTILITY HAND-OPERATED 3-1/2 TON CAPACITY","WILTON SWIVEL BASE MACHINIST VISE-USED, IN FAIR CONDITION 500S Qty: 1   "
2013,001,04/17/2013,032,Auction,400.00,"JACK, HIGH-LIFT UTILITY HAND-OPERATED 3-1/2 TON CAPACITY","STANLEY BRACE BIT 12"", HOLDS STRAIGHT 1/8-7/16 BITS- IN USED CONDITION 02-743 Qty: 2   "
2013,001,04/17/2013,033,Auction,130.00,"CHICAGO PNEUMATIC BREAKER, PAVEMENT 80/90LB CLASS, 1-1/4""X6"" HEX SHANK, HINGED LATCH, MUFFLED CP1240S","CHICAGO PNEUMATIC BREAKER, PAVEMENT 80/90LB CLASS, 1-1/4""X6"" HEX SHANK, HINGED LATCH, MUFFLED CP1240S Qty: 1   "
2013,001,04/17/2013,034,Auction,325.00,"LOT OF 3  CHICAGO PNEUMATIC BREAKER, PAVEMENT 60LB CLASS CP1230S","LOT OF 3  CHICAGO PNEUMATIC BREAKER, PAVEMENT 60LB CLASS CP1230S Qty: 3   "
2013,001,04/17/2013,035,Auction,150.00,LOT OF 2  AKRON BRASS FIRE HOSE NOZZLES,LOT OF 2  AKRON BRASS FIRE HOSE NOZZLES FAIR CONDITION  Qty: 1  
2013,001,04/17/2013,035,Auction,150.00,LOT OF 2  AKRON BRASS FIRE HOSE NOZZLES,"AKRON BRASS FIRE HOSE NOZZLE, STACKED TIPS, 1-1/2""; USED IN FAIR CONDITION 1440 Qty: 1   "
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10",LOT OF APPROX 425  SAFETY RELATED PARTS/EQUIPMENT KENCO SAFETY PRODUCTS PORTABLE EYEWASH STATION WITH RETRACTABLE TRAY- 15MIN WATER FLOW AT 0.4GPM EN-01-1040-50 Qty: 2  
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10","PACKAGE OF 25, TEAR-OFF COVER LENS EDGED (88VX SERIES AIRLINE RESPIRATOR) Qty: 2   "
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10","CAPE, TAN NYLON 28 IN. (88VX SERIES AIRLINE RESPIRATOR) Qty: 2   "
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10","PACKAGE OF 25, CLEAR MYLAR LENS COVERS, ADHESIVE EDGE (CC20 SERIES HOOD) Qty: 2   "
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10","HOOD, REPLACEMENT COMPLETE WITH HEADBAND (CC20 SERIES HOOD) Qty: 10   "
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10","ADAPTOR, SLOTTED CAP FOR USE WITH BILSOM HEARING PROTECTOR HARD HAT STYLE Qty: 83   "
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10","HEADBAND, RATCHET FOR 20-T AND 20-TIC HOODS (CC20 SERIES HOOD) Qty: 17   "
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10","SWEATBAND, CLIP-ON Qty: 275   "
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10","WINDOW, GREEN 8"" X 15-1/2"" FOR BRACKET 61700 Qty: 12   "
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10","PLATE, WELDING 2"" X 4-1/4"" SHADE 11 Qty: 9   "
2013,001,04/17/2013,036,Auction,110.00,"LENS, WELDING 2"" X 4-1/4"" SHADE 10","LENS, WELDING 2"" X 4-1/4"" SHADE 10 qty: 12   "
2013,001,04/17/2013,037,Auction,1600.00,POSTS WITH SOIL PLATE W6 X 9,POSTS WITH SOIL PLATE W6 X 9 Qty: 103   
2013,001,04/17/2013,038,Auction,250.00,LOT OF APPROX 23  INTERNATIONAL TRUCK PARTS  ,"END, TIE ROD RIGHT Qty: 3   "
2013,001,04/17/2013,038,Auction,250.00,LOT OF APPROX 23  INTERNATIONAL TRUCK PARTS  ,"END, TIE ROD LEFT Qty: 5   "
2013,001,04/17/2013,038,Auction,250.00,LOT OF APPROX 23  INTERNATIONAL TRUCK PARTS  ,"LOT OF APPROX 23  INTERNATIONAL TRUCK PARTS   HOSE, CHARGE AIR COOLER   Qty: 1   "
2013,001,04/17/2013,038,Auction,250.00,LOT OF APPROX 23  INTERNATIONAL TRUCK PARTS  ,"HOSE, CHARGE AIR COOLER Qty: 2   "
2013,001,04/17/2013,038,Auction,250.00,LOT OF APPROX 23  INTERNATIONAL TRUCK PARTS  ,"DRUM, BRAKE REAR Qty: 12   "
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,"FILTER, COOLANT FLEETCODE 030122 Qty: 4   "
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,"WHEEL, GRINDING FINE 10"" X 1"" X 1-1/4"" ALUMINUM OXIDE 60 GRIT WITH BUSHINGS Qty: 2   "
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,"DISC, 6-1/2"" ABRASIVE SILICONE CARBIDE FOR MASONRY Qty: 79   "
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,"BELT, SANDING ALUMINUM OXIDE 80 GRIT OPEN COATED, 3"" X 24"" Qty: 18   "
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,BELT Qty: 6   
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,BELT Qty: 3   
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,"LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS TERMINAL, DOUBLE WIRE FUSE SINGLE SPADE Qty: 48  "
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,"TERMINAL, DOUBLE WIRE FUSE TRIPLE SPADE Qty: 28   "
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,"BELT, SANDING ALUMINUM OXIDE CLOSE COATED RESIN BOND CLOTH BACKING 100 GRIT, 3"" X 24"" FOR METALS Qty: 20   "
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,"TERMINAL, DOUBLE WIRE RELAY Qty: 28   "
2013,001,04/17/2013,039,Auction,100.00,LOT OF APPROX 275  AUTOMOTIVE / TRUCK / ABRASIVE PARTS,"TERMINAL, SINGLE WIRE RELAY Qty: 38   "
2013,001,04/17/2013,040,Auction,230.00,"REDUCER, ACRYLIC ENAMEL FAST (1-GAL CONTAINER)","REDUCER, ACRYLIC ENAMEL FAST (1-GAL CONTAINER) Qty: 20   "
2013,001,04/17/2013,041,Auction,250.00,LOT OF APPROX  2350 GUIDE RAIL BOLTS/HARDWARE,"ASSEMBLY, BOLT CARRIAGE 3/8 X 1-1/2"" WITH NUT & WASHERS GALVANIZED Qty: 600   "
2013,001,04/17/2013,041,Auction,250.00,LOT OF APPROX  2350 GUIDE RAIL BOLTS/HARDWARE,"ASSEMBLY, BOLT 5/8 X 2-1/2 IN WITH 1-FLATWASHER & 1-LOCKWASHER ASTM A307 GALVANIZED Qty: 15   "
2013,001,04/17/2013,041,Auction,250.00,LOT OF APPROX  2350 GUIDE RAIL BOLTS/HARDWARE,"WASHER, FLAT PLATE 1-3/4 X 3/16 X 3"" LONG WITH 7/16 X 1-1/2"" SLOT FOR 3/8"" BOLT GALVANIZED Qty: 950   "
2013,001,04/17/2013,041,Auction,250.00,LOT OF APPROX  2350 GUIDE RAIL BOLTS/HARDWARE,"WASHER, FLAT PLATE 1-3/4 X 3/16 X 3 IN LONG, 13/16 X 1-1/2 IN SLOT FOR 3/4 IN BOLT Qty: 750   "
2013,001,04/17/2013,041,Auction,250.00,LOT OF APPROX  2350 GUIDE RAIL BOLTS/HARDWARE,"LOT OF APPROX  2350 GUIDE RAIL BOLTS/HARDWARE BOLT, WITH WASHER AND NUT 3/4"" X 7-1/2""     Qty: 13   "
2013,001,04/17/2013,041,Auction,250.00,LOT OF APPROX  2350 GUIDE RAIL BOLTS/HARDWARE,"ASSEMBLY, BOLT 3/4"" X 20"" GALVANIZED WITH NUT AND 2 FLAT WASHERS Qty: 14   "
2013,001,04/17/2013,041,Auction,250.00,LOT OF APPROX  2350 GUIDE RAIL BOLTS/HARDWARE,"SET OF NUTS, BOLTS & WASHERS WITHOUT SPACER BAR TO INSTALL (50) 2.5/4.0 RIB-BAK POSTS Qty: 7   "
2013,001,04/17/2013,042,Auction,65.00,LOT OF APPROX 9  ELECTRICAL/LIGHTING SUPPLIES,"LOT OF APPROX 9  ELECTRICAL/LIGHTING SUPPLIES LIGHT, HIGH-INTENSITY TYPE B WITH DETACHABLE HEAD 14 FT STRAIGHT CORD MANUAL ON/OFF SWITCH Qty: 3  "
2013,001,04/17/2013,042,Auction,65.00,LOT OF APPROX 9  ELECTRICAL/LIGHTING SUPPLIES,"LANTERN, MARINE SOLAR 1 NM GREEN COLOR MODEL SL-15 Qty: 3   "
2013,001,04/17/2013,042,Auction,65.00,LOT OF APPROX 9  ELECTRICAL/LIGHTING SUPPLIES,"BOX, OIL TIGHT JIC 4"" X 6"" (LESS PANEL) METAL CONSTRUCTION, LIFTOFF CLAMP COVER Qty: 3   "
2013,001,04/17/2013,043,Auction,30.00,LOT OF APPROX 292  VEHICLE HOSES,"LOT OF APPROX 292  VEHICLE HOSES HOSE, ENGINE & AIRBRAKE .62"" ID 1.08"" OD MAXIMUM OPERATING PSI 750 Qty: 200  "
2013,001,04/17/2013,043,Auction,30.00,LOT OF APPROX 292  VEHICLE HOSES,"HOSE, ENGINE & AIR BRAKE 1/2"" ID Qty: 92   "
2013,001,04/17/2013,044,Auction,175.00,"TIRES, P185/75R14 STEEL BELTED RADIAL TUBELESS ALL SEASON TREAD WHITEWALL","TIRES, P185/75R14 STEEL BELTED RADIAL TUBELESS ALL SEASON TREAD WHITEWALL Qty: 4   "
2013,001,04/17/2013,045,Auction,170.00,"TIRES, P185/75R14 STEEL BELTED RADIAL TUBELESS ALL SEASON TREAD WHITEWALL","TIRES, P185/75R14 STEEL BELTED RADIAL TUBELESS ALL SEASON TREAD WHITEWALL Qty: 4   "
2013,001,04/17/2013,046,Auction,175.00,"TIRES, P185/75R14 STEEL BELTED RADIAL TUBELESS ALL SEASON TREAD WHITEWALL","TIRES, P185/75R14 STEEL BELTED RADIAL TUBELESS ALL SEASON TREAD WHITEWALL Qty: 4   "
2013,001,04/17/2013,047,Auction,2300.00,"TIRES, 12R24.5 RADIAL LOAD RANGE H ALL-POSITION TUBELESS","TIRES, 12R24.5 RADIAL LOAD RANGE H ALL-POSITION TUBELESS Qty: 4   "
2013,001,04/17/2013,048,Auction,2300.00,"TIRES, 12R24.5 RADIAL LOAD RANGE H ALL-POSITION TUBELESS","TIRES, 12R24.5 RADIAL LOAD RANGE H ALL-POSITION TUBELESS Qty: 4   "
2013,001,04/17/2013,049,Auction,1100.00,"TIRES, 12R24.5 RADIAL LOAD RANGE H ALL-POSITION TUBELESS","TIRES, 12R24.5 RADIAL LOAD RANGE H ALL-POSITION TUBELESS Qty: 2   "
2013,001,04/17/2013,050,Auction,1400.00,"TIRES, 1100 X 22 RADIAL 16 PLY LOAD RANGE H TUBE TYPE MUD AND SNOW XMS4 TREAD","TIRES, 1100 X 22 RADIAL 16 PLY LOAD RANGE H TUBE TYPE MUD AND SNOW XMS4 TREAD Qty: 4   "
2013,001,04/17/2013,051,Auction,1000.00,"TIRES, 1100 X 22 RADIAL 16 PLY LOAD RANGE H TUBE TYPE MUD AND SNOW XMS4 TREAD","TIRES, 1100 X 22 RADIAL 16 PLY LOAD RANGE H TUBE TYPE MUD AND SNOW XMS4 TREAD Qty: 4   "
2013,001,04/17/2013,052,Auction,1550.00,"TIRES, 1100 X 22 RADIAL 16 PLY LOAD RANGE H TUBE TYPE MUD AND SNOW XMS4 TREAD","TIRES, 1100 X 22 RADIAL 16 PLY LOAD RANGE H TUBE TYPE MUD AND SNOW XMS4 TREAD Qty: 5   "
2013,001,04/17/2013,053,Auction,1300.00,2004 CHEVROLET CK15706 TAHOE 4X4 FFV,2004 CHEVROLET CK15706 TAHOE 4X4 FFV  vin: 1GNEK13Z74J238547  sp blue  ac radio at od 8 cyl  5.3l    mv907a REQUIRED ACC DAMAGE LFT SIDE & FRONT   mileage: approx. 148950
2013,001,04/17/2013,054,Auction,4000.00,2004 CHEVROLET CK15706 TAHOE 4X4 FFV,2004 CHEVROLET CK15706 TAHOE 4X4 FFV vin: 1GNEK13Z24J238942  sp blue ac radio at od 8 cyl  5.3L DRIVERS DOOR HINGE BROKEN   mileage: approx. 143095
2013,001,04/17/2013,055,Auction,6700.00,2007 CHEVROLET TAHOE 4X4 SUV FFV,2007 CHEVROLET TAHOE 4X4 SUV FFV vin: 1GNFK03027R410473  sp blue ac radio at od 8 cyl  5.3L REAR DOOR SKINS ARE MISSNG; REAR SEAT RIPPED   mileage: approx. 152673
2013,001,04/17/2013,056,Auction,5950.00,2007 CHEVROLET TAHOE 4X2 SUV FFV,2007 CHEVROLET TAHOE 4X2 SUV FFV vin: 1GNEC03047R409320  sp blue ac radio at od 8 cyl  5.3L SEAT & DRIVERS FLOOR MATT RIPPED   mileage: approx. 146835
2013,001,04/17/2013,057,Auction,7100.00,2009 CHEVROLET TAHOE 4X2 SP,2009 CHEVROLET TAHOE 4X2 SP vin: 1GNEC030X9R234347  sp blue ac radio at od 8 cyl  5.3L    mileage: approx. 151580
2013,001,04/17/2013,058,Auction,6200.00,2009 CHEVROLET TAHOE 4X2 SP,2009 CHEVROLET TAHOE 4X2 SP vin: 1GNEC03039R235887  sp blue ac radio at od 8 cyl  5.3L TIRE PRESSURE LIGHT ON   mileage: approx. 148208
2013,001,04/17/2013,059,Auction,6700.00,2009 CHEVROLET TAHOE 4X2 SP,2009 CHEVROLET TAHOE 4X2 SP vin: 1GNEC03019R237623  sp blue ac radio at od 8 cyl  5.3L LEFT SIDE ACC DAMAGE   mileage: approx. 147270
